question,answer
"Question: 关于糖尿病的病因和发病机制,下列叙述正确的是
Option A: 自身免疫反应起主要作用
Option B: 主要与遗传及免疫因素有关
Option C: 遗传易患性是主要发病因素
Option D: 遗传与环境因素共同参与其发病过程
Option E: 环境因素导致胰岛素分泌不足",D：遗传与环境因素共同参与其发病过程
"Question: 目前国内应用较为广泛的糖化血红蛋白(HbA1c)测定方法是
Option A: 电泳法
Option B: 高压液相色谱法
Option C: 免疫比浊法
Option D: 亲和色谱微柱法
Option E: 阳离子交换树脂微柱层析法",E：阳离子交换树脂微柱层析法
"Question: 糖尿病患者不宜使用胰岛素治疗的情况为
Option A: 合并脑血管意外
Option B: 合并急性心肌梗死
Option C: 合并重症感染
Option D: 需要急症手术
Option E: 肥胖糖尿病患者饮食控制和运动疗法不佳",E：肥胖糖尿病患者饮食控制和运动疗法不佳
"Question: 2 型糖尿病的特点是
Option A: 都有“三多一少”表现
Option B: 患者体型均较肥胖
Option C: 患者空腹血糖都增高
Option D: 易发生于年轻人
Option E: 少数以酮症酸中毒为首发表现",E：少数以酮症酸中毒为首发表现
"Question: 若糖尿病患者对胰岛素产生抗药性,下列关于下一步治疗措施的叙述,不正确的是
Option A: 牛胰岛素的抗原性比猪胰岛素强
Option B: 胰岛素每天用量大于200U
Option C: 糖皮质激素治疗有效
Option D: 加大原来使用的胰岛素剂量即可
Option E: 需要更换另一属性胰岛素或纯品胰岛素",D：加大原来使用的胰岛素剂量即可
"Question: 糖尿病患者最基础的治疗措施是
Option A: 饮食治疗
Option B: 双胍类降血糖药
Option C: 手术治疗
Option D: 磺脲类降血糖药
Option E: 胰岛素",A：饮食治疗
"Question: 糖尿病患者失明的主要原因是
Option A: 脑血管意外
Option B: 白内障
Option C: 视网膜病变
Option D: 青光眼
Option E: 虹膜睫状体病变",C：视网膜病变
"Question: 痛风进入慢性关节炎期的标志是
Option A: 痛风石的形成
Option B: 急性痛风性关节炎
Option C: 出现肩背痛
Option D: 出现肋间神经痛
Option E: 出现坐骨神经痛",A：痛风石的形成
"Question: 下列关于胰岛素瘤的说法,不正确的是
Option A: 手术切除后可痊愈
Option B: 大多数为良性,恶性者很少
Option C: 占胰岛细胞肿瘤的70?5%
Option D: 多见于青、中年,女性多于男性
Option E: 胰腺神经内分泌肿瘤中比较常见的一种","D：多见于青、中年,女性多于男性"
"Question: 痛风性肾病在临床上尿液变化的主要特点是早期有
Option A: 夜尿增多、等渗尿
Option B: 持续性血尿
Option C: 尿中有大量白细胞及管型
Option D: 间歇性蛋白尿和镜下血尿
Option E: 红细胞沉降率增快",D：间歇性蛋白尿和镜下血尿
"Question: HbAlc测定的临床意义为反映糖尿病患者
Option A: 近6个月血糖总的水平
Option B: 近5个月血糖总的水平
Option C: 近4个月血糖总的水平
Option D: 近2￣3个月血糖总的水平
Option E: 近2￣3周血糖总的水平",D：近2￣3个月血糖总的水平
"Question: 胆固醇合成过程中的限速酶是
Option A: 3-羟基-3-甲基戊二酸单酰辅酶A(HMG-CoA)合成酶
Option B: HMG-CoA 裂解酶
Option C: HMG-CoA 还原酶
Option D: 鲨烯合成酶
Option E: 鲨烯环氧酶",C：HMG-CoA 还原酶
"Question: 糖尿病性血管病变,最具有特征性的是
Option A: 高血压眼底病变
Option B: 冠状动脉粥样硬化
Option C: 查科(Charcot)关节
Option D: 动脉粥样硬化
Option E: 周围动脉硬化-下肢坏疽",E：周围动脉硬化-下肢坏疽
"Question: 以下属于代谢性疾病的是
Option A: 皮质醇增多症
Option B: 弥漫性肝损害
Option C: 嗜铬细胞瘤
Option D: 糖尿病
Option E: 维生素 D缺乏症",D：糖尿病
"Question: 不宜使用胰岛素的患者为
Option A: 糖尿病合并肺结核
Option B: 糖尿病合并心肌梗死
Option C: 糖尿病患者妊娠或分娩期
Option D: 糖尿病患者过度肥胖
Option E: 糖尿病患者手术前后",D：糖尿病患者过度肥胖
"Question: 糖尿病是一组病因不明的内分泌代谢病,其共同主要标志是
Option A: 多饮、多尿、多食
Option B: 乏力
Option C: 消瘦
Option D: 高血糖
Option E: 尿糖阳性",D：高血糖
"Question: 糖尿病神经病变最常见的部位是
Option A: 周围神经病变
Option B: 脑神经病变
Option C: 自主神经病变
Option D: 中枢神经病变
Option E: 脊髓病变",A：周围神经病变
"Question: 糖尿病患者检测果糖胺的临床意义为
Option A: 半衰期与红细胞相近
Option B: 评估血浆清蛋白变化
Option C: 目前可以用于诊断糖尿病
Option D: 评估取血前2￣3周血糖变化情况
Option E: 评估取血前2￣3个月血糖变化情况,但比糖化血红蛋白更可靠",D：评估取血前2￣3周血糖变化情况
"Question: 胰岛素抵抗是指
Option A: 机体对胰岛素超常敏感
Option B: 机体对胰岛素的需要量减少
Option C: 机体对胰岛素的生理效应增高
Option D: 机体对胰岛素的超常反应
Option E: 机体对胰岛素的生物学效应降低",E：机体对胰岛素的生物学效应降低
"Question: Somogyi 反应是指
Option A: 夜间胰岛素作用不足
Option B: 黎明现象
Option C: 低血糖后反应性高血糖
Option D: 清晨胰岛素拮抗激素分泌增多
Option E: 胰岛素抗药性",C：低血糖后反应性高血糖
"Question: 与T1DM发病有关的环境因素中,最重要的是
Option A: 病毒感染
Option B: 化学物质
Option C: 饮食因素
Option D: 遗传因素
Option E: 社会因素",A：病毒感染
"Question: IFG 的空腹静脉全血葡萄糖值为
Option A: 7.0￣11.1mmol/L
Option B: 6.1￣11.1mmol/L
Option C: 6.1￣7.0mmol/L
Option D: 6.1￣7.8mmol/L
Option E: 5.6￣6.0mmol/L",E：5.6￣6.0mmol/L
"Question: 病因学将糖尿病分成四大类型,为
Option A: 1型、2型、IGT、IFG
Option B: 1型、2型、其他特殊类型、GDM
Option C: 正常血糖、IGT、IFG、高血糖
Option D: 正常葡萄糖耐量、IGT、IFG、糖尿病
Option E: 自身免疫、特发性、胰岛素抵抗、胰岛素分泌缺陷",B：1型、2型、其他特殊类型、GDM
"Question: 糖化血清蛋白测定的临床意义为反映糖尿病患者
Option A: 近半年血糖总的水平
Option B: 近3个月血糖总的水平
Option C: 近4个月血糖总的水平
Option D: 近1￣3个月血糖总的水平
Option E: 近2￣3 周血糖总的水平",E：近2￣3 周血糖总的水平
"Question: 以下不符合痛风特点的是
Option A: 痛风石形成
Option B: 游走性关节炎
Option C: 高尿酸血症
Option D: 尿酸性肾结石
Option E: 反复发作的急性痛风性关节炎",B：游走性关节炎
"Question: 糖尿病患者胰岛素治疗最主要的不良反应是
Option A: 注射处红肿疼痛
Option B: 注射处脂肪萎缩
Option C: 低血糖
Option D: 荨麻疹样皮疹
Option E: 高血糖",C：低血糖
"Question: 可用磺脲类降糖药治疗的是
Option A: 糖尿病合并高热患者
Option B: 重症糖尿病患者
Option C: 糖尿病并发酮症酸中毒患者
Option D: 胰岛素依赖型糖尿病患者
Option E: 血糖比较高,但还有潜在胰岛素分泌能力,且不肥胖的2型糖尿病患者","E：血糖比较高,但还有潜在胰岛素分泌能力,且不肥胖的2型糖尿病患者"
"Question: 关节疼痛是急性关节炎期主要的临床表现。初发时绝大多数仅侵犯单个关节,其中最
常侵犯的关节是
Option A: 第一跖趾关节
Option B: 足弓关节
Option C: 膝关节
Option D: 指、腕关节
Option E: 肘关节",A：第一跖趾关节
"Question: 低血糖出现交感神经兴奋症状是由于释放大量
Option A: 肾上腺素
Option B: 糖皮质激素
Option C: 胰高血糖素
Option D: 抗利尿激素
Option E: 醛固酮",A：肾上腺素
"Question: 易引起严重低血糖不良反应的口服降糖药是
Option A: 磺脲类口服降糖药
Option B: 双胍类口服降糖药
Option C: α-葡萄糖苷酶抑制药
Option D: 二甲双胍
Option E: 胰岛素增敏药",A：磺脲类口服降糖药
"Question: 属于糖尿病微血管病变的是
Option A: 脑血管意外
Option B: 冠心病
Option C: 糖尿病肾病
Option D: 肾动脉狭窄
Option E: 肺部感染",C：糖尿病肾病
"Question: 对于血糖易于波动的患者(胰岛素严重缺乏的糖尿病患者),反映其血糖控制水平的最
好方法是
Option A: 空腹胰岛素检测
Option B: 自我血糖监测
Option C: 糖化血红蛋白检测
Option D: 尿糖检测
Option E: SMBG与HbA1c检测相结合",E：SMBG与HbA1c检测相结合
"Question: 增加尿酸排泄的药物是
Option A: 秋水仙碱
Option B: 泼尼松
Option C: 苯溴马隆
Option D: 别嘌醇
Option E: 碳酸氢钠",C：苯溴马隆
"Question: 不适合1型糖尿病的治疗方法是
Option A: 胰岛素治疗
Option B: 胰岛移植
Option C: 胰岛素联合胰岛素促泌药
Option D: 胰岛素联合二甲双胍
Option E: 胰岛素联合α-葡萄糖苷酶抑制药",C：胰岛素联合胰岛素促泌药
"Question: 强化胰岛素治疗方案的叙述不正确的是
Option A: 大剂量胰岛素注射
Option B: 睡前注射中效胰岛素制剂
Option C: 餐前多次注射速效胰岛素
Option D: 自我血糖监测
Option E: 可采用持续皮下胰岛素输注",A：大剂量胰岛素注射
"Question: 糖尿病诊断标准:症状+静脉血浆葡萄糖值
Option A: 随机≥6.1mmol/L或空腹≥7.8mmol/L
Option B: 随机≥7.8mmol/L或空腹≥7.0mmol/L
Option C: 随机≥11.1mmol/L或空腹≥7.8mmol/L
Option D: 随机≥6.1mmol/L或空腹≥7.0mmol/L
Option E: 随机≥11.1mmol/L或空腹≥7.0mmol/L或OGTT中2小时≥11.1mmol/L",E：随机≥11.1mmol/L或空腹≥7.0mmol/L或OGTT中2小时≥11.1mmol/L
